Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      17/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [34]
[112]    0.0    0.00    0.00      25         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [112]
                0.00    0.00      25/25          std::pointer_traits<char*>::pointer_to(char&) [110]
-----------------------------------------------
                0.00    0.00       1/25          __tcf_0 [182]
                0.00    0.00       1/25          __tcf_1 [183]
                0.00    0.00       2/25          lceDataStructure::~lceDataStructure() [143]
                0.00    0.00       9/25          main [1]
                0.00    0.00      12/25          __tcf_2 [184]
[113]    0.0    0.00    0.00      25         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [113]
                0.00    0.00      25/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider() [111]
                0.00    0.00      25/27          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [109]
-----------------------------------------------
                0.00    0.00      25/25          char* std::addressof<char>(char&) [115]
[114]    0.0    0.00    0.00      25         char* std::__addressof<char>(char&) [114]
-----------------------------------------------
                0.00    0.00      25/25          std::pointer_traits<char*>::pointer_to(char&) [110]
[115]    0.0    0.00    0.00      25         char* std::addressof<char>(char&) [115]
                0.00    0.00      25/25          char* std::__addressof<char>(char&) [114]
-----------------------------------------------
                0.00    0.00       1/18          std::basic_ostream<char, std::char_traits<char> >& std::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, std::_Put_time<char>) [172]
                0.00    0.00      17/18          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [34]
[116]    0.0    0.00    0.00      18         std::char_traits<char>::length(char const*) [116]
-----------------------------------------------
                0.00    0.00      17/17          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [32]
[117]    0.0    0.00    0.00      17         bool __gnu_cxx::__is_null_pointer<char const>(char const*) [117]
-----------------------------------------------
                0.00    0.00       8/17          __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [130]
                0.00    0.00       9/17          std::allocator_traits<std::allocator<char> >::max_size(std::allocator<char> const&) [127]
[118]    0.0    0.00    0.00      17         __gnu_cxx::new_allocator<char>::max_size() const [118]
-----------------------------------------------
                0.00    0.00      17/17          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [34]
[119]    0.0    0.00    0.00      17         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char> const&) [119]
-----------------------------------------------
                0.00    0.00      17/17          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [32]
[120]    0.0    0.00    0.00      17         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char const*, char const*) [120]
                0.00    0.00      17/400356      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00      17/17          std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [123]
[121]    0.0    0.00    0.00      17         std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [121]
-----------------------------------------------
                0.00    0.00      17/17          std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [123]
[122]    0.0    0.00    0.00      17         std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [122]
-----------------------------------------------
                0.00    0.00      17/17          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [32]
[123]    0.0    0.00    0.00      17         std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [123]
                0.00    0.00      17/17          std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [122]
                0.00    0.00      17/17          std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [121]
-----------------------------------------------
                0.00    0.00       1/16          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00       7/16          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [137]
                0.00    0.00       8/16          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [139]
[124]    0.0    0.00    0.00      16         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() [124]
-----------------------------------------------
                0.00    0.00       2/11          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
                0.00    0.00       9/11          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const [126]
[125]    0.0    0.00    0.00      11         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() const [125]
-----------------------------------------------
                0.00    0.00       9/9           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [139]
[126]    0.0    0.00    0.00       9         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const [126]
                0.00    0.00       9/11          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() const [125]
                0.00    0.00       9/9           std::allocator_traits<std::allocator<char> >::max_size(std::allocator<char> const&) [127]
-----------------------------------------------
                0.00    0.00       9/9           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const [126]
[127]    0.0    0.00    0.00       9         std::allocator_traits<std::allocator<char> >::max_size(std::allocator<char> const&) [127]
                0.00    0.00       9/17          __gnu_cxx::new_allocator<char>::max_size() const [118]
-----------------------------------------------
                0.00    0.00       2/9           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00       2/9           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [169]
                0.00    0.00       2/9           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [42]
                0.00    0.00       3/9           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [32]
[128]    0.0    0.00    0.00       9         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*) [128]
-----------------------------------------------
                0.00    0.00       8/8           main [1]
[129]    0.0    0.00    0.00       8         timestamp() [129]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [131]
[130]    0.0    0.00    0.00       8         __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [130]
                0.00    0.00       8/17          __gnu_cxx::new_allocator<char>::max_size() const [118]
-----------------------------------------------
                0.00    0.00       8/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [139]
[131]    0.0    0.00    0.00       8         std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [131]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [130]
-----------------------------------------------
                0.00    0.00       1/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00       2/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [169]
                0.00    0.00       2/8           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [42]
                0.00    0.00       3/8           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [32]
[132]    0.0    0.00    0.00       8         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long) [132]
-----------------------------------------------
                0.00    0.00       1/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00       7/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [138]
[133]    0.0    0.00    0.00       8         std::remove_reference<std::allocator<char>&>::type&& std::move<std::allocator<char>&>(std::allocator<char>&) [133]
-----------------------------------------------
                0.00    0.00       7/7           std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [136]
[134]    0.0    0.00    0.00       7         __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [134]
-----------------------------------------------
                0.00    0.00       1/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00       2/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
                0.00    0.00       4/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [169]
[135]    0.0    0.00    0.00       7         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::length() const [135]
-----------------------------------------------
                0.00    0.00       7/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [137]
[136]    0.0    0.00    0.00       7         std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [136]
                0.00    0.00       7/7           __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [134]
-----------------------------------------------
                0.00    0.00       7/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [109]
[137]    0.0    0.00    0.00       7         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [137]
                0.00    0.00       7/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [52]
                0.00    0.00       7/16          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() [124]
                0.00    0.00       7/7           std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [136]
-----------------------------------------------
                0.00    0.00       1/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00       2/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
                0.00    0.00       4/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [39]
[138]    0.0    0.00    0.00       7         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [138]
                0.00    0.00       7/8           std::remove_reference<std::allocator<char>&>::type&& std::move<std::allocator<char>&>(std::allocator<char>&) [133]
-----------------------------------------------
                0.00    0.00       2/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [169]
                0.00    0.00       2/7           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [42]
                0.00    0.00       3/7           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [32]
[139]    0.0    0.00    0.00       7         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [139]
                0.00    0.00       9/9           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const [126]
                0.00    0.00       8/8           std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [131]
                0.00    0.00       8/16          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() [124]
-----------------------------------------------
                0.00    0.00       1/4           lcePrezza::lcePrezza(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [11]
                0.00    0.00       1/4           lcePrezzaAdv::lcePrezzaAdv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
                0.00    0.00       2/4           main [1]
[140]    0.0    0.00    0.00       4         util::inputErrorHandling(std::basic_ifstream<char, std::char_traits<char> >*) [140]
-----------------------------------------------
                0.00    0.00       4/4           util::calculateSizeOfInputFile(std::basic_ifstream<char, std::char_traits<char> >*) [145]
[141]    0.0    0.00    0.00       4         std::fpos<__mbstate_t>::operator long() const [141]
-----------------------------------------------
                0.00    0.00       1/3           main [1]
                0.00    0.00       1/3           lcePrezza::lcePrezza(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [11]
                0.00    0.00       1/3           lcePrezzaAdv::lcePrezzaAdv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
[142]    0.0    0.00    0.00       3         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [142]
-----------------------------------------------
                0.00    0.00       1/2           lcePrezza::~lcePrezza() [165]
                0.00    0.00       1/2           lcePrezzaAdv::~lcePrezzaAdv() [164]
[143]    0.0    0.00    0.00       2         lceDataStructure::~lceDataStructure() [143]
                0.00    0.00       2/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [113]
-----------------------------------------------
                0.00    0.00       1/2           lcePrezza::lcePrezza(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [11]
                0.00    0.00       1/2           lcePrezzaAdv::lcePrezzaAdv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
[144]    0.0    0.00    0.00       2         util::getLow64BitPrime() [144]
-----------------------------------------------
                0.00    0.00       1/2           lcePrezza::lcePrezza(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [11]
                0.00    0.00       1/2           lcePrezzaAdv::lcePrezzaAdv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
[145]    0.0    0.00    0.00       2         util::calculateSizeOfInputFile(std::basic_ifstream<char, std::char_traits<char> >*) [145]
                0.00    0.00       4/4           std::fpos<__mbstate_t>::operator long() const [141]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<unsigned long>::allocator() [150]
[146]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<unsigned long>::new_allocator() [146]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<unsigned long>::~allocator() [151]
[147]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [147]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
[148]    0.0    0.00    0.00       2         __gnu_cxx::__alloc_traits<std::allocator<char> >::_S_select_on_copy(std::allocator<char> const&) [148]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<char> >::select_on_container_copy_construction(std::allocator<char> const&) [156]
-----------------------------------------------
                0.00    0.00       2/2           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [42]
[149]    0.0    0.00    0.00       2         bool __gnu_cxx::__is_null_pointer<char>(char*) [149]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::_Vector_impl() [152]
[150]    0.0    0.00    0.00       2         std::allocator<unsigned long>::allocator() [150]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<unsigned long>::new_allocator() [146]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::~_Vector_impl() [153]
[151]    0.0    0.00    0.00       2         std::allocator<unsigned long>::~allocator() [151]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [147]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base() [154]
[152]    0.0    0.00    0.00       2         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::_Vector_impl() [152]
                0.00    0.00       2/2           std::allocator<unsigned long>::allocator() [150]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [155]
[153]    0.0    0.00    0.00       2         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::~_Vector_impl() [153]
                0.00    0.00       2/2           std::allocator<unsigned long>::~allocator() [151]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned long, std::allocator<unsigned long> >::vector() [158]
[154]    0.0    0.00    0.00       2         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base() [154]
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::_Vector_impl() [152]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [27]
[155]    0.0    0.00    0.00       2         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [155]
                0.00    0.00       2/40          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_deallocate(unsigned long*, unsigned long) [98]
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::~_Vector_impl() [153]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__alloc_traits<std::allocator<char> >::_S_select_on_copy(std::allocator<char> const&) [148]
[156]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<char> >::select_on_container_copy_construction(std::allocator<char> const&) [156]
-----------------------------------------------
                0.00    0.00       1/2           lcePrezza::lcePrezza(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [11]
                0.00    0.00       1/2           lcePrezzaAdv::lcePrezzaAdv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
[157]    0.0    0.00    0.00       2         std::fpos<__mbstate_t>::fpos(long) [157]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[158]    0.0    0.00    0.00       2         std::vector<unsigned long, std::allocator<unsigned long> >::vector() [158]
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base() [154]
-----------------------------------------------
                0.00    0.00       2/2           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [42]
[159]    0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char*, char*) [159]
                0.00    0.00       2/400356      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00       2/2           std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [163]
[160]    0.0    0.00    0.00       2         std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag) [160]
-----------------------------------------------
                0.00    0.00       2/2           std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [163]
[161]    0.0    0.00    0.00       2         std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&) [161]
-----------------------------------------------
                0.00    0.00       1/2           lcePrezza::calculatePowers() [17]
                0.00    0.00       1/2           lcePrezzaAdv::calculatePowers() [16]
[162]    0.0    0.00    0.00       2         __gnu_cxx::__enable_if<std::__is_integer<unsigned long>::__value, double>::__type std::log2<unsigned long>(unsigned long) [162]
-----------------------------------------------
                0.00    0.00       2/2           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [42]
[163]    0.0    0.00    0.00       2         std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [163]
                0.00    0.00       2/2           std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&) [161]
                0.00    0.00       2/2           std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag) [160]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[164]    0.0    0.00    0.00       1         lcePrezzaAdv::~lcePrezzaAdv() [164]
                0.00    0.00       1/2           lceDataStructure::~lceDataStructure() [143]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[165]    0.0    0.00    0.00       1         lcePrezza::~lcePrezza() [165]
                0.00    0.00       1/2           lceDataStructure::~lceDataStructure() [143]
-----------------------------------------------
                0.00    0.00       1/1           std::basic_ostream<char, std::char_traits<char> >& std::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, std::_Put_time<char>) [172]
[166]    0.0    0.00    0.00       1         std::ostreambuf_iterator<char, std::char_traits<char> >::failed() const [166]
-----------------------------------------------
                0.00    0.00       1/1           std::basic_ostream<char, std::char_traits<char> >& std::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, std::_Put_time<char>) [172]
[167]    0.0    0.00    0.00       1         std::ios_base::getloc() const [167]
-----------------------------------------------
                0.00    0.00       1/1           std::basic_ostream<char, std::char_traits<char> >& std::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, std::_Put_time<char>) [172]
[168]    0.0    0.00    0.00       1         std::ostreambuf_iterator<char, std::char_traits<char> >::ostreambuf_iterator(std::basic_streambuf<char, std::char_traits<char> >*) [168]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [30]
[169]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [169]
                0.00    0.00       4/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::length() const [135]
                0.00    0.00       3/400356      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [63]
                0.00    0.00       2/400337      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [64]
                0.00    0.00       2/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [139]
                0.00    0.00       2/27          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [109]
                0.00    0.00       2/9           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*) [128]
                0.00    0.00       2/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long) [132]
                0.00    0.00       1/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [52]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
[170]    0.0    0.00    0.00       1         std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [170]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[171]    0.0    0.00    0.00       1         std::_Put_time<char> std::put_time<char>(tm const*, char const*) [171]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[172]    0.0    0.00    0.00       1         std::basic_ostream<char, std::char_traits<char> >& std::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, std::_Put_time<char>) [172]
                0.00    0.00       1/18          std::char_traits<char>::length(char const*) [116]
                0.00    0.00       1/1           std::ios_base::getloc() const [167]
                0.00    0.00       1/1           std::ostreambuf_iterator<char, std::char_traits<char> >::ostreambuf_iterator(std::basic_streambuf<char, std::char_traits<char> >*) [168]
                0.00    0.00       1/1           std::ostreambuf_iterator<char, std::char_traits<char> >::failed() const [166]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [36] _GLOBAL__sub_I_main    [71] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [120] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char const*, char const*)
